# For:  AD Model Builder: using automatic differentiation for statistical inference of highly parameterized complex nonlinear models ||||||||||||||||||||||||||
# Timespan=2012-2017. Indexes=SCI-EXPANDED| ESCI| A&HCI| SSCI| CPCI-SSH| CPCI-S.|||||||||||||||||||||
#||||||||||||||||||||||||||
Title|Authors|Corporate Authors|Editors|Book Editors|Source Title|Publication Date|Publication Year|Volume|Issue|Part Number|Supplement|Special Issue|Beginning Page|Ending Page|Article Number|DOI|Conference Title|Conference Date|Total Citations|Average per Year|2012|2013|2014|2015|2016|2017
Looking in the rear-view mirror: bias and retrospective patterns in integrated, age-structured stock assessment models|Hurtado-Ferro, Felipe; Szuwalski, Cody S.; Valero, Juan L.; Anderson, Sean C.; Cunningham, Curry J.; Johnson, Kelli F.; Licandeo, Roberto; McGilliard, Carey R.; Monnahan, Cole C.; Muradian, Melissa L.; Ono, Kotaro; Vert-Pre, Katyana A.; Whitten, Athol R.; Punt, Andre E.||||ICES JOURNAL OF MARINE SCIENCE|JAN 2015|2015|72|1||||99|110||10.1093/icesjms/fsu198|World Conference on Stock Assessment Methods for Sustainable Fisheries|JUL, 2013|22|5.5|0|0|0|1|9|11
Demonstration of a spatially explicit, tag-integrated stock assessment model with application to three interconnected stocks of yellowtail flounder off of New England|Goethel, Daniel R.; Legault, Christopher M.; Cadrin, Steven X.||||ICES JOURNAL OF MARINE SCIENCE|JAN 2015|2015|72|1||||164|177||10.1093/icesjms/fsu014|World Conference on Stock Assessment Methods for Sustainable Fisheries|JUL, 2013|15|3.75|0|0|2|3|4|6
Random effect estimation of time-varying factors in Stock Synthesis|Thorson, James T.; Hicks, Allan C.; Methot, Richard D.||||ICES JOURNAL OF MARINE SCIENCE|JAN 2015|2015|72|1||||178|185||10.1093/icesjms/fst211|World Conference on Stock Assessment Methods for Sustainable Fisheries|JUL, 2013|15|3.75|0|0|1|4|6|4
A novel length-based empirical estimation method of spawning potential ratio (SPR), and tests of its performance, for small-scale, data-poor fisheries|Hordyk, Adrian; Ono, Kotaro; Valencia, Sarah; Loneragan, Neil; Prince, Jeremy||||ICES JOURNAL OF MARINE SCIENCE|JAN 2015|2015|72|1||||217|231||10.1093/icesjms/fsu004|World Conference on Stock Assessment Methods for Sustainable Fisheries|JUL, 2013|20|5|0|0|0|5|12|3
What if stock assessment is as simple as a linear model? The a4a initiative|Jardim, Ernesto; Millar, Colin P.; Mosqueira, Iago; Scott, Finlay; Osio, Giacomo Chato; Ferretti, Marco; Alzorriz, Nekane; Orio, Alessandro||||ICES JOURNAL OF MARINE SCIENCE|JAN 2015|2015|72|1||||232|236||10.1093/icesjms/fsu050|World Conference on Stock Assessment Methods for Sustainable Fisheries|JUL, 2013|6|1.5|0|0|0|3|3|0
Pitfalls in the Implementation of Bayesian Hierarchical Modeling of Areal Count Data: An Illustration Using BYM and Leroux Models|Gerber, Lorian; Furrer, Reinhard||||JOURNAL OF STATISTICAL SOFTWARE|JAN 2015|2015|63|CS1||||1|32|||||3|0.75|0|0|0|0|0|3
Re-evaluating the effect of wind on recruitment in Gulf of Maine Atlantic Cod (Gadus morhua) using an environmentally-explicit stock recruitment model|Hare, Jonathan A.; Brooks, Elizabeth N.; Palmer, Michael C.; Churchill, James H.||||FISHERIES OCEANOGRAPHY|JAN 2015|2015|24|1||||90|105||10.1111/fog.12095|||1|0.25|0|0|0|0|0|1
A general framework for animal density estimation from acoustic detections across a fixed microphone array|Stevenson, Ben C.; Borchers, David L.; Altwegg, Res; Swift, Rene J.; Gillespie, Douglas M.; Measey, G. John||||Methods in Ecology and Evolution|JAN 2015|2015|6|1||||38|48||10.1111/2041-210X.12291|||11|2.75|0|0|0|0|4|6
Effects of hydroperiod and substrate properties on tree alpha diversity and composition in Amazonian floodplain forests|Assis, Rafael L.; Wittmann, Florian; Piedade, Maria T. F.; Haugaasen, Torbjorn||||PLANT ECOLOGY|JAN 2015|2015|216|1||||41|54||10.1007/s11258-014-0415-y|||2|0.5|0|0|0|0|0|2
Coupling age-structured stock assessment and fish bioenergetics models: a system of time-varying models for quantifying piscivory patterns during the rapid trophic shift in the main basin of Lake Huron|He, Ji X.; Bence, James R.; Madenjian, Charles P.; Pothoven, Steven A.; Dobiesz, Norine E.; Fielder, David G.; Johnson, James E.; Ebener, Mark P.; Cottrill, R. Adam; Mohr, Lloyd C.; Koproski, Scott R.||||CANADIAN JOURNAL OF FISHERIES AND AQUATIC SCIENCES|JAN 2015|2015|72|1||||7|23||10.1139/cjfas-2014-0161|||20|5|0|0|0|5|9|6
The Extent of Cultural Variation Between Adjacent Chimpanzee (Pan troglodytes verus) Communities; A Microecological Approach|Luncz, Lydia V.; Boesch, Christophe||||AMERICAN JOURNAL OF PHYSICAL ANTHROPOLOGY|JAN 2015|2015|156|1||||67|75||10.1002/ajpa.22628|||7|1.75|0|0|0|2|3|2
Distance, flow and PCR inhibition: eDNA dynamics in two headwater streams|Jane, Stephen F.; Wilcox, Taylor M.; McKelvey, Kevin S.; Young, Michael K.; Schwartz, Michael K.; Lowe, Winsor H.; Letcher, Benjamin H.; Whiteley, Andrew R.||||MOLECULAR ECOLOGY RESOURCES|JAN 2015|2015|15|1||||216|227||10.1111/1755-0998.12285|||56|14|0|0|1|6|22|26
With whom to dine? Ravens' responses to food-associated calls depend on individual characteristics of the caller|Szipl, Georgine; Boeckle, Markus; Wascher, Claudia A. F.; Spreafico, Michela; Bugnyar, Thomas||||ANIMAL BEHAVIOUR|JAN 2015|2015|99|||||33|42||10.1016/j.anbehav.2014.10.015|||3|0.75|0|0|0|0|1|2
Space use by resident and transient coyotes in an urban-rural landscape mosaic|Mitchell, Numi; Strohbach, Michael W.; Pratt, Ralph; Finn, Wendy C.; Strauss, Eric G.||||WILDLIFE RESEARCH|2015|2015|42|6||||461|469||10.1071/WR15020|||3|0.75|0|0|0|0|1|2
Interspecific aggression, not interspecific mating, drives character displacement in the wing coloration of male rubyspot damselflies (Hetaerina)|Drury, J. P.; Grether, G. F.||||PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES|DEC 7 2014|2014|281|1796||||||20141737|10.1098/rspb.2014.1737|||9|1.8|0|0|0|2|2|5
Behavioral traits of the arboreal marsupial Dromiciops gliroides during Tristerix corymbosus fruiting season|Di Virgilio, Agustina; Amico, Guillermo C.; Morales, Juan Manuel||||JOURNAL OF MAMMALOGY|DEC 2014|2014|95|6||||1189|1198||10.1644/13-MAMM-A-281|||4|0.8|0|0|0|1|1|2
Maximum Likelihood Estimation for Model M-t,M-alpha for Capture-Recapture Data with Misidentification|Vale, R. T. R.; Fewster, R. M.; Carroll, E. L.; Patenaude, N. J.||||BIOMETRICS|DEC 2014|2014|70|4||||962|971||10.1111/biom.12195|||3|0.6|0|0|0|0|2|1
Large scale modelling of salmon lice (Lepeophtheirus salmonis) infection pressure based on lice monitoring data from Norwegian salmonid farms|Kristoffersen, Anja B.; Jimenez, Daniel; Viljugrein, Hildegunn; Grontvedt, Randi; Stien, Audun; Jansen, Peder A.||||EPIDEMICS|DEC 2014|2014|9|||||31|39||10.1016/j.epidem.2014.09.007|||16|3.2|0|0|0|3|9|4
Aquatic Invertebrate Abundance and Biomass in Arkansas, Mississippi, and Missouri Bottomland Hardwood Forests During Winter|Foth, Justyn R.; Straub, Jacob N.; Kaminski, Richard M.; Davis, J. Brian; Leininger, Theodor D.||||JOURNAL OF FISH AND WILDLIFE MANAGEMENT|DEC 2014|2014|5|2||||243|251||10.3996/092013-JFWM-061|||0|0|0|0|0|0|0|0
Landscape and local variables benefit rare species and common ones differently|Laszlo, Zoltan; Rakosy, Laszlo; Tothmeresz, Bela||||JOURNAL OF INSECT CONSERVATION|DEC 2014|2014|18|6||||1203|1213||10.1007/s10841-014-9734-5|||1|0.2|0|0|0|0|0|1
Copulation duration, but not paternity share, potentially mediates inbreeding avoidance in Drosophila montana|Ala-Honkola, Outi; Veltsos, P.; Anderson, H.; Ritchie, M. G.||||BEHAVIORAL ECOLOGY AND SOCIOBIOLOGY|DEC 2014|2014|68|12||||2013|2021||10.1007/s00265-014-1807-7|||2|0.4|0|0|0|0|2|0
The influence of forage, protected areas, and mating prospects on grouping patterns of male elephants|Chiyo, Patrick I.; Wilson, John W.; Archie, Elizabeth A.; Lee, Phyllis C.; Moss, Cynthia J.; Alberts, Susan C.||||BEHAVIORAL ECOLOGY|NOV-DEC 2014|2014|25|6||||1494|1504||10.1093/beheco/aru152|||3|0.6|0|0|0|0|0|3
Use of healthcare services in the residence and workplace neighbourhood: The effect of spatial accessibility to healthcare services|Brondeel, Ruben; Weill, Alain; Thomas, Frederique; Chaix, Basile||||HEALTH & PLACE|NOV 2014|2014|30|||||127|133||10.1016/j.healthplace.2014.09.004|||9|1.8|0|0|0|1|4|4
Evidence that microgynes of Myrmica rubra ants are social parasites that attack old host colonies|Schar, S.; Nash, D. R.||||JOURNAL OF EVOLUTIONARY BIOLOGY|NOV 2014|2014|27|11||||2396|2407||10.1111/jeb.12482|||5|1|0|0|0|2|3|0
Standardizing Visual Control Devices for Tsetse Flies: East African Species Glossina fuscipes fuscipes and Glossina tachinoides|Oloo, Francis; Sciarretta, Andrea; Mohamed-Ahmed, Mohamed M.; Kroeber, Thomas; McMullin, Andrew; Mihok, Steve; Guerin, Patrick M.||||PLOS NEGLECTED TROPICAL DISEASES|NOV 2014|2014|8|11||||||e3334|10.1371/journal.pntd.0003334|||3|0.6|0|0|0|1|1|1
Broad-scale geographic variation in the organization of rocky intertidal communities in the Gulf of Maine|Bryson, Elizabeth S.; Trussell, Geoffrey C.; Ewanchuk, Patrick J.||||ECOLOGICAL MONOGRAPHS|NOV 2014|2014|84|4||||579|597||10.1890/13-1106.1|||9|1.8|0|0|0|1|2|6
Short-term effects of hunting on naive black-tailed deer (Odocoileus hemionus sitkensis): behavioural response and consequences on vegetation growth|Le Saout, Soizic; Padie, Sophie; Chamaille-Jammes, Simon; Chollet, Simon; Cote, Steve; Morellet, Nicolas; Pattison, Jake; Harris, Erin; Martin, Jean-Louis||||CANADIAN JOURNAL OF ZOOLOGY|NOV 2014|2014|92|11||||915|925||10.1139/cjz-2014-0122|||5|1|0|0|0|2|3|0
DOES RELIGIOUSNESS INCREASE SELF-CONTROL AND REDUCE CRIMINAL BEHAVIOR? A Longitudinal Analysis of Adolescent Offenders|Pirutinsky, Steven||||CRIMINAL JUSTICE AND BEHAVIOR|NOV 2014|2014|41|11||||1290|1307||10.1177/0093854814531962|||9|1.8|0|0|0|3|1|5
Using observation-level random effects to model overdispersion in count data in ecology and evolution|Harrison, Xavier A.||||PEERJ|OCT 9 2014|2014|2|||||||e616|10.7717/peerj.616|||130|26|0|0|0|18|45|65
Ecosystem modelling provides clues to understanding ecological tipping points|Plaganyi, Eva E.; Ellis, Nick; Blamey, Laura K.; Morello, Elisabetta B.; Norman-Lopez, Ana; Robinson, William; Sporcic, Miriana; Sweatman, Hugh||||MARINE ECOLOGY PROGRESS SERIES|OCT 9 2014|2014|512|||||99|113||10.3354/meps10909|||8|1.6|0|0|1|3|3|1
Model to manage and reduce crown-of-thorns starfish outbreaks|Morello, Elisabetta B.; Plaganyi, Eva E.; Babcock, Russell C.; Sweatman, Hugh; Hillary, Richard; Punt, Andre E.||||MARINE ECOLOGY PROGRESS SERIES|OCT 9 2014|2014|512|||||167|183||10.3354/meps10858|||12|2.4|0|0|2|1|6|3
Weighted pairwise likelihood estimation for a general class of random effects models|Vasdekis, Vassilis G. S.; Rizopoulos, Dimitris; Moustaki, Irini||||BIOSTATISTICS|OCT 2014|2014|15|4||||677|689||10.1093/biostatistics/kxu018|||5|1|0|0|0|2|1|2
European red squirrel population dynamics driven by squirrelpox at a gray squirrel invasion interface|Chantrey, Julian; Dale, Timothy D.; Read, Jonathan M.; White, Steve; Whitfield, Fiona; Jones, David; McInnes, Colin J.; Begon, Michael||||ECOLOGY AND EVOLUTION|OCT 2014|2014|4|19||||3788|3799||10.1002/ece3.1216|||10|2|0|0|0|2|4|4
Loss of adaptive variation during evolutionary responses to climate change|Buckley, James; Bridle, Jon R.||||ECOLOGY LETTERS|OCT 2014|2014|17|10||||1316|1325||10.1111/ele.12340|||11|2.2|0|0|0|4|4|3
Improved estimation and forecasts of stock maturities using generalised linear mixed models with auto-correlated random effects|Cadigan, N. G.; Morgan, M. J.; Brattey, J.||||FISHERIES MANAGEMENT AND ECOLOGY|OCT 2014|2014|21|5||||343|356||10.1111/fme.12080|||3|0.6|0|0|0|1|1|1
A proposed, tested, and applied adjustment to account for bias in growth parameter estimates due to selectivity|Schueller, Amy M.; Williams, Erik H.; Cheshire, Robin T.||||FISHERIES RESEARCH|OCT 2014|2014|158||||SI|26|39||10.1016/j.fishres.2013.10.023|||6|1.2|0|0|0|0|4|2
Investigating the influence of length-frequency data on the stock assessment of Indian Ocean bigeye tuna|Sharma, Rishi; Langley, Adam; Herrera, Miguel; Geehan, James; Hyun, Saang-Yoon||||FISHERIES RESEARCH|OCT 2014|2014|158||||SI|50|62||10.1016/j.fishres.2014.01.012|||6|1.2|0|0|0|1|0|5
Tradeoffs between bias, robustness, and common sense when choosing selectivity forms|Hulson, Peter-John F.; Hanselman, Dana H.||||FISHERIES RESEARCH|OCT 2014|2014|158||||SI|63|73||10.1016/j.fishres.2013.12.016|||4|0.8|0|0|0|2|2|0
Estimation of time-varying selectivity in stock assessments using state-space models|Nielsen, Anders; Berg, Casper W.||||FISHERIES RESEARCH|OCT 2014|2014|158||||SI|96|101||10.1016/j.fishres.2014.01.014|||43|8.6|0|0|1|8|17|16
Use of likelihood profiling over a global scaling parameter to structure the population dynamics model: An example using blue marlin in the Pacific Ocean|Lee, Hui-Hua; Piner, Kevin R.; Methot, Richard D., Jr.; Maunder, Mark N.||||FISHERIES RESEARCH|OCT 2014|2014|158||||SI|138|146||10.1016/j.fishres.2013.12.017|||16|3.2|0|0|3|4|2|7
The ability of two age composition error distributions to estimate selectivity and spawning stock biomass in simulated stock assessments|Legault, Christopher M.||||FISHERIES RESEARCH|OCT 2014|2014|158||||SI|172|180||10.1016/j.fishres.2013.12.007|||1|0.2|0|0|0|0|1|0
Niche differentiation in Meta bourneti and M-menardi (Araneae, Tetragnathidae) with notes on the life history|Mammola, Stefano; Isaia, Marco||||INTERNATIONAL JOURNAL OF SPELEOLOGY|SEP 2014|2014|43|3||||343|353||10.5038/1827-806X.43.3.11|||11|2.2|0|0|0|2|5|4
trust Optim : An R Package for Trust Region Optimization with Sparse Hessians|Braun, Michael||||JOURNAL OF STATISTICAL SOFTWARE|SEP 2014|2014|60|4||||||||||3|0.6|0|0|0|0|2|1
Toward biophysical synergy: Investigating advection along the Polar Front to identify factors influencing Alaska sablefish recruitment|Shotwell, S. Kalei; Hanselman, Dana H.; Belkin, Igor M.||||DEEP-SEA RESEARCH PART II-TOPICAL STUDIES IN OCEANOGRAPHY|SEP 2014|2014|107|||||40|53||10.1016/j.dsr2.2012.08.024|||8|1.6|0|0|2|2|3|1
Demographic analysis of the shortfin mako shark, Isurus oxyrinchus, in the Northwest Pacific using a two-sex stage-based matrix model|Tsai, Wen-Pei; Sun, Chi-Lu; Punt, Andre E.; Liu, Kwang-Ming||||ICES JOURNAL OF MARINE SCIENCE|SEP-OCT 2014|2014|71|7||||1604|1618||10.1093/icesjms/fsu056|||6|1.2|0|0|0|2|1|3
Determining Individual Variation in Growth and Its Implication for Life-History and Population Processes Using the Empirical Bayes Method|Vincenzi, Simone; Mangel, Marc; Crivelli, Alain J.; Munch, Stephan; Skaug, Hans J.||||PLOS COMPUTATIONAL BIOLOGY|SEP 2014|2014|10|9||||||e1003828|10.1371/journal.pcbi.1003828|||11|2.2|0|0|0|0|6|4
Comparing methods for estimating larval sea lamprey (Petromyzon marinus) density in the St. Marys River for the purposes of control|Robinson, Jason M.; Wilberg, Michael J.; Adams, Jean V.; Jones, Michael L.||||JOURNAL OF GREAT LAKES RESEARCH|SEP 2014|2014|40|3||||739|747||10.1016/j.jglr.2014.05.012|||1|0.2|0|0|0|0|1|0
Foraging behavior of Cerulean Warblers during the breeding and non-breeding seasons: evidence for the breeding currency hypothesis|Newell, Felicity L.; Beachy, Tiffany-Ahren; Rodewald, Amanda D.; Rengifo, Carlos G.; Ausprey, Ian J.; Rodewald, Paul G.||||JOURNAL OF FIELD ORNITHOLOGY|SEP 2014|2014|85|3||||310|320||10.1111/jofo.12070|||3|0.6|0|0|0|1|2|0
Evaluation of a Regional Monitoring Program's Statistical Power to Detect Temporal Trends in Forest Health Indicators|Perles, Stephanie J.; Wagner, Tyler; Irwin, Brian J.; Manning, Douglas R.; Callahan, Kristina K.; Marshall, Matthew R.||||ENVIRONMENTAL MANAGEMENT|SEP 2014|2014|54|3||||641|655||10.1007/s00267-014-0313-z|||1|0.2|0|0|0|1|0|0
Movement models provide insights into variation in the foraging effort of central place foragers|Boyd, Charlotte; Punt, Andre E.; Weimerskirch, Henri; Bertrand, Sophie||||ECOLOGICAL MODELLING|AUG 24 2014|2014|286|||||13|25||10.1016/j.ecolmodel.2014.03.015|||8|1.6|0|0|0|3|1|4
Host Density and Competency Determine the Effects of Host Diversity on Trematode Parasite Infection|Wojdak, Jeremy M.; Edman, Robert M.; Wyderko, Jennie A.; Zemmer, Sally A.; Belden, Lisa K.||||PLOS ONE|AUG 13 2014|2014|9|8||||||e105059|10.1371/journal.pone.0105059|||5|1|0|0|0|1|3|1
Combining global climate and regional landscape models to improve prediction of invasion risk|Kelly, Ruth; Leach, Katie; Cameron, Alison; Maggs, Christine A.; Reid, Neil||||DIVERSITY AND DISTRIBUTIONS|AUG 2014|2014|20|8||||884|894||10.1111/ddi.12194|||11|2.2|0|0|1|3|3|4
Long-term Impacts of Contrasting Management of Large Ungulates in the Arctic Tundra-Forest Ecotone: Ecosystem Structure and Climate Feedback|Biuw, Martin; Jepsen, Jane U.; Cohen, Juval; Ahonen, Saija H.; Tejesvi, Mysore; Aikio, Sami; Wali, Piippa R.; Vindstad, Ole Petter L.; Markkola, Annamari; Niemela, Pekka; Ims, Rolf A.||||ECOSYSTEMS|AUG 2014|2014|17|5||||890|905||10.1007/s10021-014-9767-3|||4|0.8|0|0|0|0|1|3
Benthic macrofaunal assemblages in multispecific seagrass meadows of the southern Philippines: Variation among vegetation dominated by different seagrass species|Leopardas, Venus; Uy, Wilfredo; Nakaoka, Masahiro||||JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY|AUG 2014|2014|457|||||71|80||10.1016/j.jembe.2014.04.006|||2|0.4|0|0|0|0|1|1
Rodent population dynamics affect seedling recruitment in alpine habitats|Nystuen, Kristin O.; Evju, Marianne; Rusch, Graciela M.; Graae, Bente J.; Eide, Nina E.||||JOURNAL OF VEGETATION SCIENCE|JUL 2014|2014|25|4||||1004|1014||10.1111/jvs.12163|||3|0.6|0|0|0|0|2|1
The orientation and migratory dynamics of the western rock lobster, Panulirus cygnus, in Western Australia|de Lestang, Simon||||ICES JOURNAL OF MARINE SCIENCE|JUL-AUG 2014|2014|71|5||||1052|1063||10.1093/icesjms/fst205|||2|0.4|0|0|0|1|0|1
Correcting density-dependent effects in abundance estimates from bottom-trawl surveys|Kotwicki, Stan; Ianelli, James N.; Punt, Andre E.||||ICES JOURNAL OF MARINE SCIENCE|JUL-AUG 2014|2014|71|5||||1107|1116||10.1093/icesjms/fst208|||5|1|0|0|0|1|2|2
Standardizing compositional data for stock assessment|Thorson, James T.||||ICES JOURNAL OF MARINE SCIENCE|JUL-AUG 2014|2014|71|5||||1117|1128||10.1093/icesjms/fst224|||9|1.8|0|0|0|2|2|5
Ground-dwelling spider diversity in rare European oak and yew woodlands and the impact of grazing|Fuller, Lauren; Newman, Miles; Irwin, Sandra; Kelly, Tom; O'Halloran, John||||BIODIVERSITY AND CONSERVATION|JUL 2014|2014|23|8||||1911|1929||10.1007/s10531-014-0695-5|||1|0.2|0|0|0|0|1|0
Non-consumptive effects of predator presence on copepod reproduction: insights from a mesocosm experiment|Heuschele, Jan; Ceballos, Sara; Borg, Christian Marc Andersen; Bjaerke, Oda; Isari, Stamatina; Lasley-Rasher, Rachel; Lindehoff, Elin; Souissi, Anissa; Souissi, Sami; Titelman, Josefin||||MARINE BIOLOGY|JUL 2014|2014|161|7||||1653|1666||10.1007/s00227-014-2449-z|||8|1.6|0|0|2|1|4|1
The effectiveness of permethrin-treated deer stations for control of the Lyme disease vector Ixodes scapularis on Cape Cod and the islands: a five-year experiment|Grear, Jason S.; Koethe, Robert; Hoskins, Bart; Hillger, Robert; Dapsis, Larry; Pongsiri, Montira||||PARASITES & VECTORS|JUN 25 2014|2014|7|||||||292|10.1186/1756-3305-7-292|||6|1.2|0|0|0|2|3|1
Foraging behavior of migrant warblers in mixed-species flocks in Venezuelan shade coffee: interspecific differences, tree species selection, and effects of drought|Newell, Felicity L.; Beachy, Tiffany-Ahren; Rodewald, Amanda D.; Rengifo, Carlos G.; Ausprey, Ian J.; Rodewald, Paul G.||||JOURNAL OF FIELD ORNITHOLOGY|JUN 2014|2014|85|2||||134|151||10.1111/jofo.12056|||6|1.2|0|0|1|2|2|1
Efficacy and Mechanisms of Communication Disruption of the Red Clover Casebearer Moth (Coleophora deauratella) with Complete and Partial Pheromone Formulations|Mori, Boyd A.; Evenden, Maya L.||||JOURNAL OF CHEMICAL ECOLOGY|JUN 2014|2014|40|6||||577|589||10.1007/s10886-014-0461-x|||2|0.4|0|0|0|1|1|0
Behaviour-related DRD4 polymorphisms in invasive bird populations|Mueller, J. C.; Edelaar, P.; Carrete, M.; Serrano, D.; Potti, J.; Blas, J.; Dingemanse, N. J.; Kempenaers, B.; Tella, J. L.||||MOLECULAR ECOLOGY|JUN 2014|2014|23|11||||2876|2885||10.1111/mec.12763|||18|3.6|0|0|0|10|7|1
Dominance of an invasive fruit fly species, Bactrocera invadens, along an altitudinal transect in Morogoro, Eastern Central Tanzania|Geurts, K.; Mwatawala, M. W.; De Meyer, M.||||BULLETIN OF ENTOMOLOGICAL RESEARCH|JUN 2014|2014|104|3||||288|294||10.1017/S0007485313000722|||5|1|0|0|0|4|0|1
Incorporating specific change points in catchability in fisheries stock assessment models: An alternative approach applied to the blue shark (Prionace glauca) stock in the south Atlantic Ocean|Carvalho, Felipe; Ahrens, Robert; Murie, Debra; Ponciano, Jose M.; Aires-Da-Silva, Alexandre; Maunder, Mark N.; Hazind, Fabio||||FISHERIES RESEARCH|JUN 2014|2014|154|||||135|146||10.1016/j.fishres.2014.01.022|||5|1|0|0|0|2|2|1
Large Roads Reduce Bat Activity across Multiple Species|Kitzes, Justin; Merenlender, Adina||||PLOS ONE|MAY 13 2014|2014|9|5||||||e96341|10.1371/journal.pone.0096341|||6|1.2|0|0|1|1|2|2
Male-female relatedness and patterns of male reproductive investment in guppies|Fitzpatrick, Luisa J.; Gasparini, Clelia; Fitzpatrick, John L.; Evans, Jonathan P.||||BIOLOGY LETTERS|MAY 1 2014|2014|10|5||||||20140166|10.1098/rsbl.2014.0166|||7|1.4|0|0|2|1|4|0
Multiple effects of host-species diversity on coexisting host-specific and host-opportunistic microbes|Kedem, Hadar; Cohen, Carmit; Messika, Irit; Einav, Monica; Pilosof, Shai; Hawlena, Hadas||||ECOLOGY|MAY 2014|2014|95|5||||1173|1183||10.1890/13-0678.1|||6|1.2|0|0|2|3|0|1
A novel approach for estimating location and scale specific fishing exploitation rates of eastern Bering Sea walleye pollock (Theragra chalcogramma)|Barbeaux, Steven J.; Horne, John K.; Ianelli, James N.||||FISHERIES RESEARCH|MAY 2014|2014|153|||||69|82||10.1016/j.fishres.2014.01.004|||1|0.2|0|0|0|0|1|0
Dynamic risk assessment: does a nearby breeding nest predator affect nest defence of its potential victim?|Trnka, Alfred; Grim, Tomas||||JOURNAL OF ETHOLOGY|MAY 2014|2014|32|2||||103|110||10.1007/s10164-014-0400-x|||9|1.8|0|0|0|5|2|2
The genetics of indirect ecological effects-plant parasites and aphid herbivores|Rowntree, Jennifer K.; Zytynska, Sharon E.; Frantz, Laurent; Hurst, Ben; Johnson, Andrew; Preziosi, Richard F.||||FRONTIERS IN GENETICS|APR 8 2014|2014|5|||||||UNSP 72|10.3389/fgene.2014.00072|||1|0.2|0|0|1|0|0|0
ss3sim: An R Package for Fisheries Stock Assessment Simulation with Stock Synthesis|Anderson, Sean C.; Monnahan, Cole C.; Johnson, Kelli F.; Ono, Kotaro; Valero, Juan L.||||PLOS ONE|APR 3 2014|2014|9|4||||||e92725|10.1371/journal.pone.0092725|||8|1.6|0|0|0|1|6|1
Influence of Climatic Conditions and Elevation on the Spatial Distribution and Abundance of Trypodendron ambrosia Beetles (Coleoptera: Curculionidae: Scolytinae) in Alaska|Reich, Robin M.; Lundquist, John E.; Acciavatti, Robert E.||||FOREST SCIENCE|APR 2014|2014|60|2||||308|316||10.5849/forsci.12-092|||4|0.8|0|0|0|1|3|0
A multispecies statistical age-structured model to assess predator-prey balance: application to an intensively managed Lake Michigan pelagic fish community|Tsehaye, Iyob; Jones, Michael L.; Bence, James R.; Brenden, Travis O.; Madenjian, Charles P.; Warner, David M.||||CANADIAN JOURNAL OF FISHERIES AND AQUATIC SCIENCES|APR 2014|2014|71|4||||627|644||10.1139/cjfas-2013-0313|||15|3|0|0|1|5|7|2
Accounting for Fishing Mortality When Comparing Density-Dependent with Density-Independent Mortality in Gulf of Mexico Red Snapper: Response to Comment|Gazey, William J.; Gallaway, Benny J.; Cole, John G.; Fournier, David A.||||NORTH AMERICAN JOURNAL OF FISHERIES MANAGEMENT|MAR 4 2014|2014|34|2||||352|358||10.1080/02755947.2014.880763|||0|0|0|0|0|0|0|0
From pup production to quotas: current status of harp seals in the Greenland Sea|Oigard, Tor Arne; Haug, Tore; Nilssen, Kjell Tormod||||ICES JOURNAL OF MARINE SCIENCE|MAR-APR 2014|2014|71|3||||537|545||10.1093/icesjms/fst155|||4|0.8|0|0|1|1|0|2
Changes in the Salmonine Community of Lake Michigan and Their Implications for Predator-Prey Balance|Tsehaye, Iyob; Jones, Michael L.; Brenden, Travis O.; Bence, James R.; Claramunt, Randall M.||||TRANSACTIONS OF THE AMERICAN FISHERIES SOCIETY|MAR 1 2014|2014|143|2||||420|437||10.1080/00028487.2013.862176|||9|1.8|0|0|0|4|4|1
Survival and metamorphosis of low-density populations of larval sea lampreys (Petromyzon marinus) in streams following lampricide treatment|Johnson, Nicholas S.; Swink, William D.; Brenden, Travis O.; Slade, Jeffrey W.; Steeves, Todd B.; Fodale, Michael F.; Jones, Michael L.||||JOURNAL OF GREAT LAKES RESEARCH|MAR 2014|2014|40|1||||155|163||10.1016/j.jglr.2013.12.005|||7|1.4|0|0|0|0|4|3
Interplay of temperature and light influences wild guppy (Poecilia reticulata) daily reproductive activity|Reeve, Al J.; Ojanguren, Alfredo F.; Deacon, Amy E.; Shimadzu, Hideyasu; Ramnarine, Indar W.; Magurran, Anne E.||||BIOLOGICAL JOURNAL OF THE LINNEAN SOCIETY|MAR 2014|2014|111|3||||511|520||10.1111/bij.12217|||4|0.8|0|0|0|2|2|0
Carbon sink strength of a Mediterranean cork oak understorey: how do semi-deciduous and evergreen shrubs face summer drought?|Correia, A. C.; Costa e Silva, F.; Correia, A. V.; Hussain, M. Z.; Rodrigues, A. D.; David, J. S.; Pereira, J. S.||||JOURNAL OF VEGETATION SCIENCE|MAR 2014|2014|25|2||||411|426||10.1111/jvs.12102|||11|2.2|0|0|0|2|8|1
Phenotypic and transgenerational plasticity promote local adaptation to sun and shade environments|McIntyre, Patrick J.; Strauss, Sharon Y.||||EVOLUTIONARY ECOLOGY|MAR 2014|2014|28|2||||229|246||10.1007/s10682-013-9670-y|||18|3.6|0|0|0|4|6|8
