#For:  AD Model Builder: using automatic differentiation for statistical inference of highly parameterized complex nonlinear models ||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
#Timespan=All years. Indexes=SCI-EXPANDED, ESCI, A&HCI, SSCI.||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
#||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Title|Authors|Corporate Authors|Editors|Book Editors|Source Title|Publication Date|Publication Year|Volume|Issue|Part Number|Supplement|Special Issue|Beginning Page|Ending Page|Article Number|DOI|Conference Title|Conference Date|Total Citations|Average per Year|1980|1981|1982|1983|1984|1985|1986|1987|1988|1989|1990|1991|1992|1993|1994|1995|1996|1997|1998|1999|2000|2001|2002|2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019
Host Decoy Trap (HDT) with cattle odour is highly effective for collection of exophagic malaria vectors|Abong'o, Bernard; Yu, Xiaoyu; Donnelly, Martin J.; Geier, Martin; Gibson, Gabriella; Gimnig, John; ter Kuile, Feiko; Lobo, Neil F.; Ochomo, Eric; Munga, Stephen; Ombok, Maurice; Samuels, Aaron; Torr, Stephen J.; Hawkes, Frances M.||||PARASITES & VECTORS|OCT 15 2018|2018|11|||||||533|10.1186/s13071-018-3099-7|||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Multiple dimensions of biodiversity drive human interest in tide pool communities|Fairchild, Tom P.; Fowler, Mike S.; Pahl, Sabine; Griffin, John N.||||SCIENTIFIC REPORTS|OCT 15 2018|2018|8|||||||15234|10.1038/s41598-018-33155-x|||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Investigating behavioral drivers of seasonal Shiga-Toxigenic Escherichia Coli (STEC) patterns in grazing cattle using an agent-based model|Dawson, Daniel E.; Keung, Jocelyn H.; Napoles, Monica G.; Vella, Michael R.; Chen, Shi; Sanderson, Michael W.; Lanzas, Cristina||||PLOS ONE|OCT 10 2018|2018|13|10||||||e0205418|10.1371/journal.pone.0205418|||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
An assessment of run-of-river hydroelectric dams on mountain stream ecosystems using the American dipper as an avian indicator|Silverthorn, Veronica M.; Bishop, Christine A.; Elliott, John E.; Morrissey, Christy A.||||ECOLOGICAL INDICATORS|OCT 2018|2018|93|||||942|951||10.1016/j.ecolind.2018.05.086|||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Lineages evolved under stronger sexual selection show superior ability to invade conspecific competitor populations|Godwin, Joanne L.; Spurgin, Lewis G.; Michalczyk, Tukasz; Martin, Oliver Y.; Lumley, Alyson J.; Chapman, Tracey; Gage, Matthew J. G.||||EVOLUTION LETTERS|OCT 2018|2018|2|5||||511|523||10.1002/evl3.80|||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
PREVALENCE AND RISK FACTORS OF TRICHOMONAS GALLINAE AND TRICHOMONOSIS IN GOLDEN EAGLE (AQUILA CHRYSAETOS) NESTLINGS IN WESTERN NORTH AMERICA|Dudek, Benjamin M.; Kochert, Michael N.; Barnes, Joseph G.; Bloom, Peter H.; Papp, Joseph M.; Gerhold, Richard W.; Purple, Kathryn E.; Jacobson, Kenneth V.; Preston, Charles R.; Vennum, Chris R.; Watson, James W.; Heath, Julie A.||||JOURNAL OF WILDLIFE DISEASES|OCT 2018|2018|54|4||||755|764||10.7589/2017-11-271|||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Plant genotypic diversity interacts with predation risk to influence an insect herbivore across its ontogeny|Wetzel, William C.; Aflitto, Nicholas C.; Thaler, Jennifer S.||||ECOLOGY|OCT 2018|2018|99|10||||2338|2347||10.1002/ecy.2472|||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Climate change leads to accelerated transformation of high-elevation vegetation in the central Alps|Lamprecht, Andrea; Semenchuk, Philipp Robert; Steinbauer, Klaus; Winkler, Manuela; Pauli, Harald||||NEW PHYTOLOGIST|OCT 2018|2018|220|2||||447|459||10.1111/nph.15290|||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Food hoarding of an avian predator: sex- and age-related differences under fluctuating food conditions|Masoero, Giulia; Morosinotto, Chiara; Laaksonen, Toni; Korpimaki, Erkki||||BEHAVIORAL ECOLOGY AND SOCIOBIOLOGY|OCT 2018|2018|72|10||||||UNSP 159|10.1007/s00265-018-2571-x|||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Reduced exposure of farmed salmon to salmon louse (Lepeophtheirus salmonis L.) infestation by use of plankton nets: Estimating the shielding effect|Grontvedt, Randi N.; Kristoffersen, Anja B.; Jansen, Peder A.||||AQUACULTURE|OCT 1 2018|2018|495|||||865|872||10.1016/j.aquaculture.2018.06.069|||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Functionality of potential macroalgal indicators in the northern Baltic Sea|Rinne, Henna; Korpinen, Samuli; Mattila, Johanna; Salovius-Lauren, Sonja||||AQUATIC BOTANY|OCT 2018|2018|149|||||52|60||10.1016/j.aquabot.2018.05.006|||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Performance of alternative harvest control rules for two Pacific groundfish stocks with uncertain natural mortality: Bias, robustness and trade-offs|Forrest, Robyn E.; Holt, Kendra R.; Kronlund, A. Robert||||FISHERIES RESEARCH|OCT 2018|2018|206|||||259|286||10.1016/j.fishres.2018.04.007|||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Local and landscape factors affect sunflower pollination in a Mediterranean agroecosystem|Bartual, Agustin M.; Bocci, Gionata; Marini, Simone; Moonen, Anna Camilla||||PLOS ONE|SEP 27 2018|2018|13|9||||||e0203990|10.1371/journal.pone.0203990|||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
The critical role of dietary foliage in maintaining the gut microbiome and metabolome of folivorous sifakas|Greene, Lydia K.; McKenney, Erin A.; O'Connell, Thomas M.; Drea, Christine M.||||SCIENTIFIC REPORTS|SEP 27 2018|2018|8|||||||14482|10.1038/s41598-018-32759-7|||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Functional significance of cuckoo Cuculus canorus calls: responses of conspecifics, hosts and non-hosts|Tryjanowski, Piotr; Morelli, Federico; Osiejuk, Tomasz S.; Moller, Anders Pape||||PEERJ|SEP 18 2018|2018|6|||||||e5302|10.7717/peerj.5302|||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Repeated cyclone events reveal potential causes of sociality in coral-dwelling Gobiodon fishes|Hing, Martin L.; Klanten, O. Selma; Dowton, Mark; Brown, Kylie R.; Wong, Marian Y. L.||||PLOS ONE|SEP 5 2018|2018|13|9||||||e0202407|10.1371/journal.pone.0202407|||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
The Relative Effects of Local and Landscape Characteristics of Hedgerows on Bats|Lacoeuilhe, Aurelie; Machon, Nathalie; Julien, Jean-Francois; Kerbiriou, Christian||||DIVERSITY-BASEL|SEP 2018|2018|10|3||||||72|10.3390/d10030072|||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Mouth dimorphism in scale-eating cichlid fish from Lake Tanganyika advances individual fitness|Indermaur, Adrian; Theis, Anya; Egger, Bernd; Salzburger, Walter||||EVOLUTION|SEP 2018|2018|72|9||||1962|1969||10.1111/evo.13552|||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
A Length-based Analysis of Recruitment Variability in the Korean Pollock Population under Data-limited Conditions|Kim, Kyuhan; Hyun, Saang-Yoon||||OCEAN SCIENCE JOURNAL|SEP 2018|2018|53|3||||535|555||10.1007/s12601-018-0038-7|||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Hatchery Strain Contributions to Emerging Wild Lake Trout Populations in Lake Huron|Scribner, Kim; Tsehaye, Iyob; Brenden, Travis; Stott, Wendylee; Kanefsky, Jeannette; Bence, James||||JOURNAL OF HEREDITY|SEP 2018|2018|109|6||||675|688||10.1093/jhered/esy029|||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Nonlinear effects of aqueous calcium concentration on antipredator response in Daphnia|Cox, Amelia R.; Arnott, Shelley E.; Riessen, Howard P.||||HYDROBIOLOGIA|SEP 2018|2018|820|1||||79|89||10.1007/s10750-018-3640-x|||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Parameter estimation using randomized phases in an integrated assessment model for Antarctic krill|Kinzey, Douglas; Watters, George M.; Reiss, Christian S.||||PLOS ONE|AUG 17 2018|2018|13|8||||||e0202545|10.1371/journal.pone.0202545|||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Language Structures May Adapt to the Sociolinguistic Environment, but It Matters What and How You Count: A Typological Study of Verbal and Nominal Complexity|Sinnemaki, Kaius; Di Garbo, Francesca||||FRONTIERS IN PSYCHOLOGY|AUG 14 2018|2018|9|||||||1141|10.3389/fpsyg.2018.01141|||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Oust the louse: leaping behaviour removes sea lice from wild juvenile sockeye salmon Oncorhynchus nerka|Atkinson, Emma M.; Bateman, Andrew W.; Dill, Lawrence M.; Krkosek, Martin; Reynolds, John D.; Godwin, Sean C.||||JOURNAL OF FISH BIOLOGY|AUG 2018|2018|93|2||||263|271||10.1111/jfb.13684|||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Assessing Angler Effort, Catch, and Harvest on a Spatially Complex, Multi-Lake Fishery in Middle Georgia|Roop, Hunter J.; Poudyal, Neelam C.; Jennings, Cecil A.||||NORTH AMERICAN JOURNAL OF FISHERIES MANAGEMENT|AUG 2018|2018|38|4||||833|841||10.1002/nafm.10179|||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
A Lagrangian approach to model movement of migratory species|Wor, Catarina; McAllister, Murdoch K.; Martell, Steven J. D.; Taylor, Nathan G.; Walters, Carl J.||||CANADIAN JOURNAL OF FISHERIES AND AQUATIC SCIENCES|AUG 2018|2018|75|8||||1203|1214||10.1139/cjfas-2017-0093|||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Cage size affects comfort, safety and the experienced security of working dogs in cars|Skanberg, Lena; Gauffin, Oskar; Norling, Yezica; Lindsjo, Johan; Keeling, Linda J.||||APPLIED ANIMAL BEHAVIOUR SCIENCE|AUG 2018|2018|205|||||132|140||10.1016/j.applanim.2018.05.028|||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
The effect of warmer winters on the demography of an outbreak insect is hidden by intraspecific competition|Goodsman, Devin W.; Grosklos, Guenchik; Aukema, Brian H.; Whitehouse, Caroline; Bleiker, Katherine P.; McDowell, Nate G.; Middleton, Richard S.; Xu, Chonggang||||GLOBAL CHANGE BIOLOGY|AUG 2018|2018|24|8||||3620|3628||10.1111/gcb.14284|||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Differential seedling regeneration patterns across forest-grassland ecotones in two tropical treeline species (Polylepis spp.)|Morales, Laura V.; Sevillano-Rios, Cristian Steven; Fick, Stephen; Young, Truman P.||||AUSTRAL ECOLOGY|AUG 2018|2018|43|5||||514|526||10.1111/aec.12588|||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Floral-induced and constitutive defense against florivory: a comparison of chemical traits in 12 herb species|Wakabayashi, Kae; Oguro, Michio; Itagaki, Tomoyuki; Sakai, Satoki||||PLANT ECOLOGY|AUG 2018|2018|219|8||||985|997||10.1007/s11258-018-0851-1|||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Escape behaviour of birds in urban parks and cemeteries across Europe: Evidence of behavioural adaptation to human activity|Morelli, Federico; Mikula, Peter; Benedetti, Yanina; Bussiere, Raphael; Jerzak, Leszek; Tryjanowski, Piotr||||SCIENCE OF THE TOTAL ENVIRONMENT|AUG 1 2018|2018|631-632|||||803|810||10.1016/j.scitotenv.2018.03.118|||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Changes in prescribed medicines in older patients with multimorbidity and polypharmacy in general practice|von Buedingen, Fiona; Hammer, Marc S.; Meid, Andreas D.; Mueller, Walter E.; Gerlach, Ferdinand M.; Muth, Christiane||||BMC FAMILY PRACTICE|JUL 28 2018|2018|19|||||||131|10.1186/s12875-018-0825-3|||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Spatio-temporal migratory dynamics of Jasus frontalis (Milne Edwards, 1837) in Alexander Selkirk Island, Juan Fernandez archipelago, Chile|Roman, Catalina; Ernst, Billy; Thiel, Martin; Manriquez, Pablo; Chamorro, Julio||||PLOS ONE|JUL 25 2018|2018|13|7||||||e0200146|10.1371/journal.pone.0200146|||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Effect of DEET-multiple exposures on behavior and life history traits in the malaria mosquito Anopheles gambiae (s.s.)|Mulatier, Margaux; Alou, Ludovic Phamien Ahoua; Chandre, Fabrice; Pennetier, Cedric; Dormont, Laurent; Cohuet, Anna||||PARASITES & VECTORS|JUL 25 2018|2018|11|||||||432|10.1186/s13071-018-3024-0|||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Could warming oceans and increased lobster biomass rates be affecting growth rates in Australia's largest lobster fishery?|de Lestang, Simon||||BULLETIN OF MARINE SCIENCE|JUL 2018|2018|94|3||||1055|1075||10.5343/bms.2017.1100|11th International Conference and Workshop on Lobster Biology and Management (ICWL)|JUN 04-09, 2017|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Evaluating an empirical harvest control rule for the Torres Strait Panulirus ornatus tropical rock lobster fishery|Plaganyi, Eva; Deng, Roy Aijun; Campbell, Robert A.; Dennis, Darren; Hutton, Trevor; Haywood, Michael; Tonks, Mark||||BULLETIN OF MARINE SCIENCE|JUL 2018|2018|94|3||||1095|1120||10.5343/bms.2017.1101|11th International Conference and Workshop on Lobster Biology and Management (ICWL)|JUN 04-09, 2017|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Landscape metrics as indicators of avian diversity and community measures|Morelli, Federico; Benedetti, Yanina; Simova, Petra||||ECOLOGICAL INDICATORS|JUL 2018|2018|90|||||132|141||10.1016/j.ecolind.2018.03.011|||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
left sentences processing in Spanish: effects of age, working memory, syntactic complexity and a concurrent memory load|Veliz de Vos, Monica; Riffo, Bernardo; Luis Salas-Herrera, Jose; Roa-Ureta, Ruben||||ALPHA-REVISTA DE ARTES LETRAS Y FILOSOFIA|JUL 2018|2018||46||||175|197|||||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Morphological variation in the genus Chlorocebus: Ecogeographic and anthropogenically mediated variation in body mass, postcranial morphology, and growth|Turner, Trudy R.; Schmitt, Christopher A.; Cramer, Jennifer Danzy; Lorenz, Joseph; Grobler, J. Paul; Jolly, Clifford J.; Freimer, Nelson B.||||AMERICAN JOURNAL OF PHYSICAL ANTHROPOLOGY|JUL 2018|2018|166|3|||SI|682|707||10.1002/ajpa.23459|||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Reproductive performance of a tropical apex predator in an unpredictable habitat|Kalberer, Stephanie; Meise, Kristine; Trillmich, Fritz; Krueger, Oliver||||BEHAVIORAL ECOLOGY AND SOCIOBIOLOGY|JUL 2018|2018|72|7||||||UNSP 108|10.1007/s00265-018-2521-7|||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Cyclones, fire, and termites: The drivers of tree hollow abundance in northern Australia's mesic tropical savanna|Woolley, Leigh-Ann; Murphy, Brett P.; Radford, Ian J.; Westaway, John; Woinarski, John C. Z.||||FOREST ECOLOGY AND MANAGEMENT|JUL 1 2018|2018|419|||||146|159||10.1016/j.foreco.2018.03.034|||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Attacked ravens flexibly adjust signalling behaviour according to audience composition|Szipl, Georgine; Ringler, Eva; Bugnyar, Thomas||||PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES|JUN 13 2018|2018|285|1880||||||20180375|10.1098/rspb.2018.0375|||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Mass incarceration and the impact of prison release on HIV diagnoses in the US South|Ojikutu, Bisola O.; Srinivasan, Sumeeta; Bogart, Laura M.; Subramanian, S., V; Mayer, Kenneth H.||||PLOS ONE|JUN 11 2018|2018|13|6||||||e0198258|10.1371/journal.pone.0198258|||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Genetic conflict with a parasitic nematode disrupts the legume-rhizobia mutualism|Wood, Corlett W.; Pilkington, Bonnie L.; Vaidya, Priya; Biel, Caroline; Stinchcombel, John R.||||EVOLUTION LETTERS|JUN 2018|2018|2|3||||233|245||10.1002/evl3.51|||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Identifying the determinants of tree distributions along a large ephemeral river|Douglas, Caitlin M. S.; Cowlishaw, Guy; Harrison, Xavier A.; Henschel, Johr; Pettorelli, Nathalie; Mulligan, Mark||||ECOSPHERE|JUN 2018|2018|9|6||||||e02223|10.1002/ecs2.2223|||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Temporal changes in avian abundance in aspen-dominated boreal mixedwood forests of central Saskatchewan, Canada|Van Wilgenburg, Steven L.; Hobson, Keith A.; Kardynal, Kevin J.; Beck, Elizabeth M.||||AVIAN CONSERVATION AND ECOLOGY|JUN 2018|2018|13|1||||||UNSP 3|10.5751/ACE-01145-130103|||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
The effects of plant sexual system and latitude on resistance to herbivores|Rivkin, L. R.; Barrett, Spencer C. H.; Johnson, Marc T. J.||||AMERICAN JOURNAL OF BOTANY|JUN 2018|2018|105|6||||977|985||10.1002/ajb2.1098|||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Seasonal Occurrence of Key Arthropod Pests and Beneficial Insects in Michigan High Tunnel and Field Grown Raspberries|Leach, Heather; Isaacs, Rufus||||ENVIRONMENTAL ENTOMOLOGY|JUN 2018|2018|47|3||||567|574||10.1093/ee/nvy030|||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Regulation of eye and jaw colouration in three-spined stickleback Gasterosteus aculeatus|Franco-Belussi, L.; De Oliveira, C.; Skoeld, H. N.||||JOURNAL OF FISH BIOLOGY|JUN 2018|2018|92|6||||1788|1804||10.1111/jfb.13620|||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
The influence of aquaculture unit proximity on the pattern of Lepeophtheirus salmonis infection of anadromous Salmo trutta populations on the isle of Skye, Scotland|Moore, I.; Dodd, J. A.; Newton, M.; Bean, C. W.; Lindsay, I.; Jarosz, P.; Adams, C. E.||||JOURNAL OF FISH BIOLOGY|JUN 2018|2018|92|6||||1849|1865||10.1111/jfb.13625|||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Accounting for uncertainty due to data processing in virtual population analysis using Bayesian multiple imputation|Carruthers, Thomas; Kell, Laurence; Palma, Carlos||||CANADIAN JOURNAL OF FISHERIES AND AQUATIC SCIENCES|JUN 2018|2018|75|6||||883|896||10.1139/cjfas-2017-0165|||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Resource-dependent temporal changes in antipredator behavior of common toad (Bufo bufo) tadpoles|Kurali, Aniko; Pasztor, Katalin; Hettyey, Attila; Toth, Zoltan||||BEHAVIORAL ECOLOGY AND SOCIOBIOLOGY|JUN 2018|2018|72|6||||||UNSP 91|10.1007/s00265-018-2503-9|||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
A general production model with dependence between data from multiple surveys|Hyun, S. -Y.||||JOURNAL OF APPLIED ICHTHYOLOGY|JUN 2018|2018|34|3||||601|609||10.1111/jai.13622|||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
High Shedding Potential and Significant Individual Heterogeneity in Naturally-Infected Alpine ibex (Capra ibex) With Brucella melitensis|Lambert, Sebastien; Gilot-Fromont, Emmanuelle; Freycon, Pauline; Thebault, Anne; Game, Yvette; Toigo, Carole; Petit, Elodie; Barthe, Marie-Noelle; Reynaud, Gael; Jay, Maryne; Garin-Bastuji, Bruno; Ponsart, Claire; Hars, Jean; Rossi, Sophie||||FRONTIERS IN MICROBIOLOGY|MAY 28 2018|2018|9|||||||1065|10.3389/fmicb.2018.01065|||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
No-U-turn sampling for fast Bayesian inference in ADMB and TMB: Introducing the adnuts and tmbstan R packages|Monnahan, Cole C.; Kristensen, Kasper||||PLOS ONE|MAY 24 2018|2018|13|5||||||e0197954|10.1371/journal.pone.0197954|||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Competitive ability of Capsella species with different mating systems and ploidy levels|Mendoza, Sandra Petrone; Lascoux, Martin; Glemin, Sylvain||||ANNALS OF BOTANY|MAY 11 2018|2018|121|6||||1257|1264||10.1093/aob/mcy014|||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
The role of travel distance and price promotions in tobacco product purchase quantity|Doogan, Nathan J.; Cooper, Sarah; Quisenberry, Amanda J.; Brasky, Theodore M.; Browning, Christopher R.; Klein, Elizabeth G.; Hinton, Alice; Nagaraja, Haikady N.; Xi, Wenna; Wewers, Mary Ellen||||HEALTH & PLACE|MAY 2018|2018|51|||||151|157||10.1016/j.healthplace.2018.03.009|||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Identifying Municipal Risk Factors for Leftist Guerrilla Violence in Colombia|Holmes, Jennifer S.; Mendizabal, Agustin Palao; De la Fuente, David Saucedo; Mets, Kristjan; Cardenas, Alvaro; Armenteras, Dolors; Davalos, Liliana M.||||PEACE ECONOMICS PEACE SCIENCE AND PUBLIC POLICY|MAY 2018|2018|24|2||||||UNSP 20170009|10.1515/peps-2017-0009|||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
